rating,date,content
4.0,2024.05.30.,"사람 너무 많음.
더운데 걸어다니느라 너무 힘들었음.
쥬토피아 내리막길 오르막길 장난 아님.
힘들어서 어느 카페에 들어갔는데 테이블 상태 너무 더러움.
직원들이 청소를 안하는듯
다른 곳에 앉으려고 하니 다른 테이블도 음료 흘린거랑 쓰레기 그대로 있음.
화장실에도 사람 너무 많음.
목말라서 물 사먹었는데 생수는 아주 작은거가 2500원이니 물 미리 챙겨가는것도 괜찮을거 같음."
5.0,2024.05.30.,든➡️뜬↗️든든든든든든든↘️
5.0,2024.05.27.,"어제 산리오때문에 에버랜드 처음 방문했습니다
오후에 비가와서 많이 구경은 못하였지만

퍼레이드도 구경하고 기구도 몇개타다가 갑자기 무슨이벤트 한다고해서 얼떨결에 참가하게 되었는데

 의도치 않게 이벤트에도 당첨되서 큐패스 이용권도 받았습니다

유효기간은 1년이어서 널널하지만
기회가되면 올해 꼭 한번더 재방문하고싶습니다👍👍👍"
1.0,2024.05.26.,"근데 요즘 에버랜드 관리 하는거 맞아요?
크리스마스 시즌에 3년째 가다가 2022년도 12월에는 뭐 시설 고장나서 탈수없는게 많던데.
요즘 어떤가요?
그뒤로 또 그럴까봐 가지도 않지만."
5.0,2024.05.26.,"교복대여해서 돌아다녔는데 너무 더웠고 스마트 줄서기 예약을 실패해서 오후 2시까지 기다렸다가 현장 줄서기를 했으나 90분대기..
밥도 맛있었고 군것질도 맛있었고.. 놀이기구도 재미있었다.. 더운거만 빼면..ㅠㅠ👍🏻👍🏻"
5.0,2024.05.26.,멋진 뷰  감사합니다
5.0,2024.05.22.,싸고 편리하게 이용할 수 있어서 좋아요^^
2.0,2024.05.20.,넘 힘들고 이월드가 더 나음 걍 이월드 가셈
3.0,2024.05.20.,"수용인원의 문제로 주말에는 입장료내고 인파에 치이다 오는 곳
그럼에도 대체할 곳 없기에 다시 가게 되는 그 곳

지갑을 잃고 매직패스를 결제하던가 평일에 오던가 그냥 사람구경만 하다 가던가 선택의 연속"
5.0,2024.05.14.,"에버랜드 로즈가든 넘 예뻐요🌹
포토스팟도 많고 기구도 다양하게 있어서 굿굿"
5.0,2024.05.14.,"엉쓰 추천 코스 ⭐️⭐️⭐️⭐️⭐️)
날씨 맑은 평일날 특가 잘 찾아서 
3만원대로 평일 종일권 이용했습니다.

오전 11시 가자마자 내려가는 동선으로 
썬더폴스 탑승
점심 먹고 나와서 아마존 익스프레스,
그 다음 옆에서 간식거리 젤리 캔디 등 산 다음
푸파타운 (동물원) 구경, 
판다월드까지 보면 좋고 사람 많으면 패스,
그 다음 티 익스프레스까지 타고
에버랜드 탈 만한 거 다 탔으니 
짜잘한 바이킹이나 피터팬 같이 짜잘한 걸 타면서
시간 뻐팅기다 저녁을 먹고 
8시 30분 퍼레이드, 9시 20분 불꽃놀이까지
보고 에버랜드 일정 마무리하면 됩니다.

중간중간 츄러스, 아이스크림 등 간식을 먹으며
에버랜드를 만끽하시고, 에버랜드 메인이라고 할 수 있는 아마존 익스프레스, 썬더 폴스, 티 익스프레스 꼭 타세요. 그리고 마감 시간까지 있는 게 가능하다면 꼭 불꽃놀이 보시길 바랍니다.  

이용일 당시 해당 코스로 썬더폴스 실제 대기 시간 50분, 아마존 익스프레스 40분, 티 익스프레스 60분 정도였습니다. 큐패스라고 티 익스프레스 등의 대기 시간 긴 메뉴를 돈 더 주고 바로 이용할 수 있는 게 있으니 참고하세요."
5.0,2024.05.13.,아주아주아주 사람들은 많지만 재미있는 곳
5.0,2024.05.13.,"에버랜드는 진짜로 완벽한 곳이에요.
진짜로 간게 1도 후회돼지않네요"
4.0,2024.05.11.,"오늘 비록 비가와서 ..1차관람만 마치고 귀가했지만,
재입장을 고객이 원할시엔 손목에보라색 잉크스템프도장을 입장데스크스탭이 찍어주면~한번더 재입장관람 및 놀이기구체험탑승이 가능하더라구요 ㅎㅎ"
4.0,2024.05.04.,"조카와 함께한 환상의 나라 에버랜드
평일날 갔는데 사람 오지게 많음 ㅋㅋㅋ 
입장하는데 줄 너무 길어서 걍 벤치에 앉아서 놀다가 들어감"
4.0,2024.05.01.,"에버랜드 갈때 교통편이 좋은것 같아요~~
시설도 좋고 잘 꾸며놓은것 같아요"
3.0,2024.05.01.,발권에 너무 오래 걸려요. 매표소 직원을 늘리던가 빠르게 처리되는 방식으로 바꿔주세요. 직원들이 일부러 계산할 것처럼 맔하다 뭐가 제일 할인율이 높다고 일부러 시간 끄는 것처럼 말하던데 이거 일부러 이렇게 교육시킨 거 아닌가하는 의심이 듦.
5.0,2024.05.01.,좋아요 .감사합니다 😀 👍 😀
5.0,2024.04.30.,”에버는에버다!“라는 말밖에 안나오며 가을에 풍경이 좋다. 딱하나 단점이 있는데 산을 깍아만들어서 오르막길과 내리막길이 많다.
4.0,2024.04.30.,또 가고싶다...
5.0,2024.04.29.,푸바오짱 귀엽!
5.0,2024.04.28.,당일에 급하게 할인받아서 둘어갔는데 결제도 쉽고 너무 편리하게 잘다녀왔습니다.
4.0,2024.04.28.,너무 너무 좋습니다 추억도 돋고 단지 사람이 너무 너무 많아요
5.0,2024.04.26.,우리푸 러바오 아이바오 쌍둥이들 다 사랑해 🩷
5.0,2024.04.23.,"근처로 이사와서 에버랜드 정기권 끊어서 다니고있는데 넓고 좋아요

다만 평일에 가도 사람 많고 점검하는 기구들 있으니깐 놀이기구 타고싶으면 기다리더라도 공휴일이나 주말에 가시는게 좋아요 

봄에는 하늘정원길 가보시면 꽃구경하고 한적해서 좋아요 꼭 들려보세요"
5.0,2024.04.21.,학교에서 수학여행으로 갔는데 비가 온날이여서 가는길에 애들이랑 투덜투덜 댔는데 막상 가니 사람이 1도 없어서 조원들이랑 바로 놀이기구 14개 정도 빡새게 탐 중간중간 먹을것도 많음 재밌었음
5.0,2024.04.18.,산리오 있었어서 귀여웠어요
4.0,2024.04.14.,"캐리비안베이 동절기때 오전에 캐리비안베이 갔다가 오후 3시 입장으로 해서, 푸바오 보려고 갔는데 대기 시간 240분이라서 포기하고 롤링엑스트레인이랑 범버카만 타고 나왔음. 주말엔 진짜 복잡."
3.0,2024.04.14.,음... 예전엔 크고 좋아 보였는데 두번 세번 갈때마다 그냥 그러네...
5.0,2024.04.14.,"말뭐 에버랜드는 에버랜드네요
푸바오가 중국 간 이후로 줄이 많이 줄긴 했어요 (그래도 판다들 보는 줄은 아직 깁니다)
산리오 테마 이벤트로 꾸며놓은 튤립정원이 예뻐요"
5.0,2024.04.14.,푸바오 푸바오 푸바오
5.0,2024.04.11.,환상의 나라로 오세요~
5.0,2024.04.10.,매우 좋았어요 봄나들이로 최고입니다
5.0,2024.04.07.,"환상의 나라 에버랜드 ❤️
ㄹㄷㅇㄷ보다 저는 에버랜드가 더 좋더라고요
근데 입장료는 넘 비싸졌다ㅠㅠ
푸바오 보고싶어 고마워 사랑해"
5.0,2024.04.07.,사랑해푸바오
5.0,2024.04.05.,울 바오가족들 보러 갔었어요
5.0,2024.04.05.,"❗그늘이 없습니다 모자 혹은 양산+2시간마다 바를 선크림 꼭 챙기세요❗
2년만에 갔더니 매표소 맨 끝 쪽에 키오스크 생겨서 입장권 빠르게 구매했음 (카드만 가능 통신사 할인 가능)
산리오 때문에 갔는데 튤립이랑 같이 진짜 예쁘게 꾸며놨음
포챠코 아이스크림 맛있고 폼폼푸린 카레? 노맛임 그냥 3분 카레랑 냉동 카레밥 ㅋㅋ 대신 그 옆 카페 음료 중에 시나모롤 소다 스무디? 그거 진짜 맛있어요 꼭 드셔보세요
폼폼 기차 원래 있던 기차에 폼폼이만 붙여서 운행하는데 솔직히 철장이랑 나무 때문에 풍경 보기 어렵고 사진 예쁘게 안 나옴 돈 아까움
산리오 굿즈 살 거 없음 인터넷에 더 예쁜 거 많음 기대하고 가지 마세요
옛날에 푸바오 태어났을 때도 판다 월드 줄 이렇게까진 안 길었는데 5분 제한도 생기고... 역시 루이 후이가 한몫하는 듯 퍼레이드 포기하고 갔더니 주말인데도 1시간 안쪽으로 들어갔음 오픈런 하시는 분들 입장권 끊으셨으면 어플에 등록 먼저 하시고 10시 땡 치면 무조건 예약하세요 ㅠ
아기들이랑 같이 가시는 분들 혹은 자연 좋아하시는 성인분들 에버랜드 입구 쪽에 있는 나비 체험장... 너무 예쁩니다... 안 가보신 분들 꼭 가보세요 같이 입장했던 아기들 다 행복해했습니다 ㅠ 나비 진짜 많고 꽃다발 들고 있으면 모여들어요 백설공주 된 기분임 한쪽에 부화장도 있는데 번데기는 몇 번 봤어도 나비가 태어나는 중이거나 날개 말리는 장면은 처음 봤어요 꼭 보시길...
22/06/10
진짜 평일인데도 줄 엄청 길고 한국 사람들 다 여기로 모였나 싶음 ㅋㅋ 아마존 가실 때 우비 꼭 챙겨가세요 머리까지 쫄딱 젖어서 힘들었음"
5.0,2024.04.02.,오예 환장의 나라 에버랜드로
5.0,2024.04.01.,안녕푸바오.ㅠ
5.0,2024.03.31.,"할인 없으면 입장료도 비싼데 저렴하게 다녀왔어요.
날씨가 좋아서 사람들이 엄청 많더라구요. 산리오와 콜라보 한 튤립축제도 있어서 즐거운 하루 보냈습니다."
5.0,2024.03.30.,"동물 원 처럼 사자 팽긴 원숭이 등등
있어요"
4.0,2024.03.21.,"푸바오  3일 동안 하루종일 관람 하게 한대서 갔더니 예상되로 인파가 많았습니다 그것은 예상하고 갔으니 이해를 하겠는데 많은 수에 비해 
화장실이 적고 멀리 있어서 줄 한참 서 있다 들어가서 불편 했어요 임시 화장실 이라도 설치 좀 하시지 ....설사 병 걸린 사람은 어떻게 하라고 하시는지....."
4.0,2024.03.20.,평일에 갔는데 푸바오 땜에 사람 몰릴걸 예상이 가능했을 텐데 식당이랑 가판대 연 곳을 찾는게 힘들었어요 그래서 식당 기본 1시간 넘게 기다려야했어요.. 츄러스 사려고 해도 15-20분은 기다렸어요
5.0,2024.03.18.,"푸바오 잘가👋 
+ 구운옥수수 맛있음"
5.0,2024.03.15.,놀이기구는 못타고 판다월드만 2번감 한번 줄설때 3시간씩 아루후 러바오 보고 마지막으로 푸보고옴
3.0,2024.03.14.,"평일 주차는 정말 너무 좋네요 
다만 36개월 미만 아기의 입장은 무료되 
어트렉션 타는것은 몇몇개가 따로 6천원 자유이용권을 그 부근에서 따로 사야 태워줄수 있는거더군요 
그래서 그런지 저언혀 타는사람이 없던데 그럴거면 뭐하러 어트렉션 남겨놓는건가요 ??? 주말용인가 ??? 
성인 2명만구매했지만 기구 2개타고 주토피아만 버글버글하여 막바지 조금 보고 나왔어요 ㅎㅎ 
뛰는게 한참좋을 18개월의 남자아이라서 
뉴런이 가장 활성화되는 시기에 마음껏뛰고 너무 좋았지만 
아기들 몇개안되는 기구 갖고 너무 장사하신다 생각이 들어 20분 거리에 사는데도 이럴거면 키카 갔지 싶은 마음도 조금 듭니다"
4.0,2024.03.10.,푸바오가 곧 떠나서~ㅠ
5.0,2024.03.10.,"볼거리 할거리 너무 많아서 하루동안 다 하기도 시간이 모자라요
국내 최고의 놀이공원"
5.0,2024.03.06.,즐겁게 잘 놀다 갑니다.
1.0,2024.03.05.,1주차장 자리가 없으면 로터리에 인원배치하여 바로 2주차장 안내를 해주었으면하고 푸바오 보려면 370분 기다려야해서 포기 번호표를 주던지 삼성계열인데 스하트 하지 못한 줄서기와 식당조차 닫은곳이 많아 밥집줄도 어마어마하여 빵으로 끼니 때우고 날씨가 영하인데 중간중간 따듯한곳도 부족하고 사파리 150분 기다렸다가 발가락 동상걸릴것 같다 결론은 사파리 하나보고 집으로 왔다 자유이용권 돈아까워 죽을뻔
5.0,2024.03.04.,늘 에버랜드는 편의시설이 모두 잘 갖춰진 곳이라서 놀기 편하고 아이들에게 더없는 행복한 시간을 준거 같습니다~
5.0,2024.03.03.,"우리나라 최고의 놀이공원을 뽑으라고 하면 나는 롯데월드와 에버랜드를 고를 것이다. 놀이기구를 탈려고 줄을 서다 가끔씩 낙서가 되어있는 경우가 있는데 이 낙서는 에버랜드가 얼마나 오래 되었고, 유명한지 뜻해주는 것 같다. 그리고 에버랜드는 롯데월드와 달리 푸바오처럼 인기 많은 동물들도 구경할 수 있기에 어린 아이들에게는 에버랜드가 더 좋다고 생각된다!"
5.0,2024.03.02.,"에버랜드는 누구에게나 설렘이 있어요~항상 가고싶은곳이구요.처음 푸바오,러바오를 봤는데 너무귀여워서 놀랐어요ㅜㅜ이제서야 보게되서 너무좋은데 이제 푸바오는 못보게 되지만 아이바오와 쌍둥이. 러바오보러 또올거에요~사람은 👍 너무 많았어요~안전사고에 유의해야할거같아요~"
5.0,2024.03.01.,카카오티 주차앱으로 편하게 출차가 가능했다는
5.0,2024.03.01.,정말로 재밌었어요 최고의 에버랜드에요
5.0,2024.03.01.,푸바오 잘 보고왔음!
4.0,2024.03.01.,사람많아 푸바오는 바로 패스하고 놀려고 했는데 비가 오니 큰 어트랙션은 다 안하더군요..아쉬웠습니다. 그래도 거의 20년 만에 방문이었어서 연거는 다 타고 왔네요-
5.0,2024.03.01.,푸바오 보러 새벽부터 출발해서 갔다왔는데 너무 귀엽네요 간다니 조금 아쉽네요
5.0,2024.03.01.,구경하기가 좋아요
5.0,2024.03.01.,스마트줄서기가ㅜ있어도 완전완전 기다렸어요. 그래도 에버랜드에서 칭구들과 줄서서 기다리는 동안 다양한 벌칙게임하며 추위에 떨고 벌칙 걸릴까 떨며 재밌고 신났어요. 맛있는 간식은 국률~~ ^^*놀이기구도 타고(친구들 아니면 안 탔을 듯 무서워) 사파리도 하고 씬나!! 씐나!!
2.0,2024.03.01.,"특가 이용 못했어요 저렴히 구한 티켓이지만 좀 억울 하네요  결국은 현장 결재해서 푸바오 다섯시간 만에 자는 모습. 보구 왔어요

에버랜드 시설 넘 노후 됐네요
시설점검도 하시구요

울 바오패밀리 잘 부탁드립니다 ^^"
3.0,2024.03.01.,"새벽 같이 일찍 자차로 출발 계획을 철저히 체력은 필수 도시락 준비 강추 커피도 미리 숙박도 필수 입니다 판다 있는곳 빼고는 계절을 타고 시설이 아쉽고 예전 같이 않고 차라리 서울 신논현에서 셔틀이 다니면 좋을 것 같아요 
식당도 아쉽고 좀더 서서히 시설을 보수하고 아이템 개발이 더 필요 할듯 합니다"
2.0,2024.02.29.,"판다월드 대기시간
400분 포기
사파리도 포기
놀이기구도 대기시간이 기본 60분
사람 구경만 했습니다"
4.0,2024.02.29.,"시설이랑 뷰는 더할나위없이 좋았습니다
푸바오 볼수있는시간이 금주가 마지막이라....
사람이 너무많아서 평일임에도 불구하고 
기다림이 넘 힘들었네요
그래도 즐거운 에버랜드였네요~"
5.0,2024.02.29.,"성큼 다가온 봄처럼 우리에게 푸바오가 다가왔는데
실외,실내 방사장으로 종일 보여줬으면하는 아쉬움이 많아요~ 5분이란 시간이 길면 길데 푸바오패밀리를 다 볼수없어서 아쉬워요 ..  2월28일 저희는 첨 갔는데 줄서는데가 넘 길고 내리막길,오르막길 좀 위험해보였어요 
효율성있게 가는날까지 잘 보여주세요
푸바오"
5.0,2024.02.28.,주차장 넓어서 좋아요
5.0,2024.02.28.,푸바오 보러 3차  방문인데  갈때마다 느낌니다  바오가족들 뒤편 놀이기구에서  끼익 거리는 소리가  너무 들리더라구요 정비는 해야 할듯 합니다  주변 청소가 너무 잘되서 깨끗하고 만족 합니다
4.0,2024.02.27.,"에버랜드 할인가격으로 조금은 저렴하게
혜택보며 애용하고있어 좋아요^^
일찍 패장하는 부분이 많이 아쉬워요"
3.0,2024.02.26.,"금요일은 우리나라에선 주중이 아닌듯 합니다
넘 사람이 많아 줄서다 다 지쳤네요 TT"
5.0,2024.02.26.,너무좋았어요 행복한 시간이였어요
4.0,2024.02.25.,"유치원때와 학창시절에 학교에서 왔던 추억의 장소♡
아주오랜만인, 작년 크리스마스에 연인과 방문했을때 푸바오 5분밖에 안보여줘서 서글픔..."
5.0,2024.02.24.,추운 날씨 속에도 불구하고  너무 만족해요
5.0,2024.02.21.,"비오는데도 푸바오보러 잘다녀왔어요
줄서기도 생각보다힘들지 않코   수월하게 진행됬어요
조용하고 의식있는 수준있는 관랑  그리고 직원분들에
친절함 그리고 좋은 공기  또 관람객들이 모두 수준있게
잘  질서 지키며  푸바오 러바오 예쁜 동문 아가들
보고 왔네요 모두 사랑 가득했어요
행복해  보였어요~아쉽지만 아이바오 쌍둥이 아가들은
늦게 가서 못보고 와서 좀 아쉬웠어요
하지만 우리 귀염둥이 푸바오 잠깐이라도 보고 와서
좋았어요♡ 그리고 로스트벨리 동물 친구들 보고왔네요♡
정말 수고 많으십니다
우리 에버렌드 동물들 잘 켕니해주시고  사랑으로
돌봐주셔서 정말 감동입니다~~
모두  행복해보였어요~^^
고맙습니다 앞으로도 모두 모두 행복하기를 바랄께요~♡"
5.0,2024.02.19.,"판다가 자고있었어여.. ㅠㅋ
그래도 에버랜드 넘넘 잼났음요"
5.0,2024.02.18.,이야!! 어제 판다월드 대기줄이 역대급이였지만 전 오픈런 성공해서 30분만에 봤네요!! 판다 외에 동물들도 귀여워서 볼 것이 엄청 많았어요!! 놀이시설도 좋아요!! 저는 판다월드부터 가는것을 강추합니다!!
5.0,2024.02.16.,저렴하게 잘 다녀왔습니다.
1.0,2024.02.14.,아니  사람은 더럽게 많아서 스마트 예약도 않되고 놀이기구는 반은수리중 이고 뭐지  입장료 똑같이 내고  3시간 동물구경하고 왔다.   돈 이 아깝다.
5.0,2024.02.13.,아이가 너무 재미 있게 놀다 왔네요
5.0,2024.02.12.,"너무 잘보고 잘놀고 즐겁게 놀다왔어요~
8시반에 오픈런을 했지만 (매표소 앞이였지만)이미 많은 사람들이 있두라구요  7시쯤은 가야  될것같아요 .
즐거웠습니다"
5.0,2024.02.12.,너무 좋아요 푸바오도 기다린보람이 있습니다
5.0,2024.02.12.,재밌었어요
4.0,2024.02.10.,"에버랜드에 건의드리며 마동석이나 최홍만 같은 쎈 남자분들로 인력 충원을 요청드립니다!
1. 매표소에 줄 서있을 때 한사람이 줄서있으면 나머지 일행들이 와서 끼어들어요.
2. 요즘 핫한 판다월드... 새치기는 기본이고.. 한사람이 서있음 일행들 와서 끼어들고.. 순서가 밀려나는 현상이 많습니다.
입장권 보여준 후 제일 먼저 입장을 했는데 판다를 직접 대면하기 전 중간 통로에서 우다다다 뛰는 사람들, 판다 관람시 조용히 사진 찍고 있는데 밀치는 사람들, 사육사님과 캐스터 분들께 욕설과 고함을 내며 함부러 하시는 진상도 있습니다."
5.0,2024.02.09.,예전에 찍은 귀요미들!
5.0,2024.02.08.,에버랜드 또 가고 싶다!
5.0,2024.02.06.,"시간이 지나도 계속가고싶네요 시즌에 따라서
달라지는 축제가 즐거워요!"
5.0,2024.02.05.,"이번엔 판다월드 보러 갔어요~  오픈런한다고 대구에서 새벽에 출발해서 도착하니 벌써 많은 사람들이 와 있더라구요 기다리는게 조금 힘들었지만 그래도 그 힘듬을 싹 잊게 해주는 판다 둥이와 러바오, 아이바오를 봐서 힐링됐어요~^^ 그날 하루는 다녀온게 꿈 같아요~^^"
5.0,2024.02.05.,판다로 돈 엄청 버셨을 듯. 판다보러 사람들이 다 거기로 몰려서 다른 어트랙션 줄이 아주 짧아 좋습니다. 음식은 정문쪽 아시안누들이 먹을만하네요. 케엪씨도 굿
5.0,2024.02.03.,판.다.월.드!!!
5.0,2024.02.02.,푸바오잘가
5.0,2024.02.02.,푸바오때문에자주가는데너무좋고입장권이싸서너무좋아요
5.0,2024.01.30.,t익스프레스 안 무서우니까 꼭 타세요
4.0,2024.01.30.,겨울에 방문하니 쉬는 시설이 많아서 아쉬웠어요ㅠㅜ 푸바오야 잘가🥺🥺
4.0,2024.01.29.,"기다리는 보람도 잇엇지만
푸바오 기다리는동안 배도 고프고 다리도 아픈데
뭐사먹을곳도 너무 멀어서 힘들더라구요ㅠㅠ"
5.0,2024.01.29.,에버랜드는 요즘 푸바오가 주인공입니다 ㅎㅎㅎ 꼭 가보세요
4.0,2024.01.27.,"푸바오 너모 기엽다
겁나 넓어서 힘들다 그치만 재미있다(멀미조심하세요)
대중교통으로 집에가기 빡세다"
5.0,2024.01.27.,카톡예약으로 예약해서 정말 싸게 잘다녀왔습니다^^
5.0,2024.01.27.,"에버랜드 내에 T와이파이 돼요.
주말이라 8시엔 와야 정문주차장 이용하고 앞쪽에 줄설수있어요.9시면 늦음."
5.0,2024.01.23.,푸바오가 정말 귀여웠어. 사람이 많아서 5분밖에 볼수가 없었어 ㅠㅠ
5.0,2024.01.23.,푸바오 가지망고 한국에 있었으면 좋겠어용 진심
5.0,2024.01.23.,푸바오 보러 갔어요
4.0,2024.01.23.,"오랫만에 오픈런 해봤네요
푸바오반환전에 보기위해서 가봤는데 예전 추억이 그대로 이네요 시설이 많이 노화 되기는했지만 추억이 생각나 좋았네요"
5.0,2024.01.21.,"판다월드 줄 왕왕길지만 그래도 좋았어요 ㅠ 쌍둥바오랑 아이바오는 못봤지만!꙼̈ 다음에 꼭 보러 갈게요 ㅎㅎ
러바오랑 푸바오 봐서 좋았어요 푸공주 사랑해 ღ"
4.0,2024.01.20.,"호랑이를 사랑하는 1인으로 타밸 사육사님들 칭찬하고 싶어요 
아름ㆍ다운 ㆍ우리 ㆍ나라 ~~
모두. 통실통실 건강해보여 좋았어요 사파리에 있는 건곤ㆍ태호를 볼 수 있는 시간이 너~~무 짧아  아쉬움에 눈물이 찔끔 ㅎ 조금만 더 길~~~게 보여주세요"
5.0,2024.01.20.,갈 때마다 행복해지는 곳🩷
2.0,2024.01.20.,3시간와서 2시간반 줄대기하고 4분30초보고 끝! 놀이기구는 노후로 대부분 정지고 화장실만 깨끗하구만 두번은 안온다
5.0,2024.01.18.,(놀이기구 재미없는데 판다랜드로 바뀌면 좋겠어요)
5.0,2024.01.15.,"여기 없어지면 진짜 가만히 안둔당,,,"
5.0,2024.01.09.,판다 잠만잠ㅋ
5.0,2024.01.06.,눈치게임실패
5.0,2024.01.04.,너무 좋아요 나중에 또 가고싶네요
5.0,2024.01.01.,"추웟는데 ㄱㅊ햇어요
이곳을 다녀온 이후로 추위가 무섭지않아요^^"
2.0,2023.12.31.,"음식 사먹지마 진짜 맛없어
눈와선지 놀이기구 거으다 쉼
기념품 샵은 굿"
5.0,2023.12.29.,"평일 목요일 11시 좀 넘은 시간 방문했지만 
핑크존 주차장 가능했구요.
동계시즌이라 운영하지 않는 기구도 많았지만 아이랑 
방문해서 상관없었구요.
화장실도 따뜻하고. 물도 따뜻하고. 
화장실가면서 몸녹이고 다시 놀고 그랬네요
사파리.로스트는 대기시간 너무 사악해 포기하고 
판다월드 대기 40분이였지만. 빠르게 순환되어 러바오.푸바오만 봤네요"
5.0,2023.12.28.,여러번 방문했지만.. 너무좋아요
5.0,2023.12.26.,저렴하고 즐겁게 눈치게임 성공!
5.0,2023.12.24.,에버랜드 구경 조아요.
4.0,2023.12.23.,줄이 긴 건 어쩔 수 없지만 매우 좋습니다
3.0,2023.12.23.,"거의 기다리는 시간이 대부분이라
평일에 한번 재방문 하고싶음"
5.0,2023.12.20.,가는날 갑자기 눈이내리기 시작하는데 가야할지 말아야할지 걱정하던차 에버랜드에 전화해 이것저것 여쭈어 보았는데 친절히 하나하나 설명해 주시더라구요 결국 잘놀다가 왔습니다 추천 쾅!
5.0,2023.12.19.,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
5.0,2023.12.18.,에버랜드 잘 놀다갑니당~!
5.0,2023.12.12.,너무 즐거웠지만 평일이라 그런지 오픈안한곳이 많아서 좀 아쉽긴했어요~
5.0,2023.12.09.,"여긴 갈때마다 애들이 좋아하쥬
지방이라 한번 갈때 큰맘먹고가지만
이번엔 눈비가와서그런지 맘껏 다 구경하고왓어요 ㅎㅎ"
5.0,2023.12.08.,추억만들기  좋은곳
5.0,2023.12.05.,"푸바오 보러 갔어요 ㅎㅎ
화요일인데 눈치게임 대대대대대대대실패
학교에서 단체로 체험학습 왔더라구요..ㅠㅠ
학교도 하나가 아니라 네다섯 학교 전교생.."
5.0,2023.12.03.,서비스도 너무 좋고 맛집도 많고 퍼레이드도 너무 좋았습니다💓
5.0,2023.12.02.,아이와 추억만들기 짱
5.0,2023.11.29.,"푸바오 자고있는거만 보고와도 행복,,"
1.0,2023.11.28.,어트랙션 좀 만들어라... 가면 갈수록 실망임
5.0,2023.11.24.,오랜만에 가니 너무 좋았어요❤️ 더 추워지기 전에 고민하지 말고 가세요!! 피날레 문라이트퍼레이드까지 완벽!! 불꽃놀이는 11월 말까지 쉰대요~~
5.0,2023.11.20.,"정말정말정~~말
좋았어요^^♡"
5.0,2023.11.18.,러바오 1등이야
5.0,2023.11.16.,푸빠옹... 가지마...
5.0,2023.11.14.,"주차는 발렛이죠..짱
편하고좋았네요."
4.0,2023.11.13.,"간식이랑 음식이 살인적인 가격이라 좀 그렇긴 한데
그래도 에버는 에버다"
4.0,2023.11.09.,사람이 진짜 많음 근데 놀이기구는 재밌다.
5.0,2023.11.08.,"푸바오 넘사랑사랑사랑스러움
관람시간 길면좋겠어요"
5.0,2023.11.08.,오랜만에 아이와 함께 즐거운 시간 보내고 왔습니다. 날도 선선하니 놀이기구 타기 넘 좋았어요
5.0,2023.11.07.,정말 바오가족들 너무 귀여워서 보자마자 기절했어요 앞으로도 달에 한번씩 보러가고싶네요☺️
4.0,2023.11.04.,"역시나 환상의나라 꿈의나라 에버랜드였어요 
 ^ ^ 다만 넘 사람들이 많아서 줄서서 대기 시간이 길엇던 점이 넘 아쉬웠어요 스마트 줄서기 기간을 조금만 늦쳐주면 어떨까 라는 작은 바램이 . . . ^^;;"
5.0,2023.11.03.,"에버랜드 놀이기구, 동물원 꽤 재밌음 근데 난 티 익스프레스 무서워 못 탐"
5.0,2023.10.30.,"It is such a nice place, I had so much fun even if I went alone, the lines were a little long but worth it, it was hot but I had so many delicious soft drinks I also ate very well it was a sensational day"
5.0,2023.10.29.,"사악한 가격이기는 하지만 정말 볼거리 많고 재미있게 놀았어요. 놀이기구 안 타도 놀수 있는 놀이동산은 애버랜드가 유일할겁니다. 다음에 또 가서 츄러스 왕창 먹고, 꽃이랑 동물구경 왕창 해보고 싶습니다."
5.0,2023.10.27.,"언터쳐블 한국 1위 테마파크
에버랜드가 울나라에 하나 더 생겼으면..."
5.0,2023.10.23.,"에버랜드 별명을 지어줌

'또버랜드'

또 가고싶은 에버랜드니까"
4.0,2023.10.20.,"사람만 많음
생각 보다 줄 안섬"
5.0,2023.10.17.,푸바오 너무 귀여워요. ^^
1.0,2023.10.12.,하나타려고 3시간써야하는 ㅋㅋ
5.0,2023.10.12.,"저번에 현장학습으로 에버랜드에 갔는데 너무 넓고,탈 것,기념품 같은것 있으니까 좋아요!♡"
5.0,2023.10.12.,오랜만에 에버랜드에 다녀왔는데 판다월드도 가보고 놀이공원도 타서 잼있게 놀았네요!
2.0,2023.10.11.,스마트줄서기 하나밖에 못하는 것 너무 안 좋음.
